id,timestamp,ambient_temp,indoor_temp,setpoint_temp,suction_pressure,discharge_pressure,compressor_speed,fan_speed,power_consumption,superheat,subcooling,cop,evap_temp,cond_temp,fault_mode,compressor_on,created_at,source,raw_string
22730,2026-06-12 16:26:30,0.0,192.0,24.0,0.0,0.0,600.0,0.0,,,,,,,none,1,2026-06-12 16:26:31,manual,"*MDXXI9+17C0+0000+0000+000000000000626802A306D200000000000000000XXXX2100+1185241800000000000000X2100+0F0124180ðZª
Õ941450000000000000X2100+0CDK351050000000000000X2100+10EE221B00000000000000X2100+0D7K341410000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0BU03BBF2#"
22729,2026-06-12 16:26:05,0.0,192.0,24.0,0.0,0.0,600.0,0.0,,,,,,,none,1,2026-06-12 16:26:05,manual,"*MDXXI9+17C0+0000+0000+000000000000626802A306D200000000000000000XXXX2100+1185241800000000000000X2100+0F0124180ðZª
Õ941450000000000000X2100+0CDK351050000000000000X2100+10EE221B00000000000000X2100+0D7K341410000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0BU03BBF2#"
22728,2026-06-12 16:25:53,0.0,90.0,24.0,0.0,0.0,0.0,0.0,,,,,,,none,1,2026-06-12 16:25:54,manual,*MDXXI9+1590+0000+0000+000000000000226A01DE04D200000000000000000XXXX2100+140D741000000000000000X2100+145D741000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0øÂÁ000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X05U030863#
22727,2026-06-12 16:24:30,0.0,80.0,24.0,0.0,0.0,0.0,0.0,,,,,,,none,1,2026-06-12 16:24:33,manual,"*MDXXI9+1680+0000+0000+000000000000426A0199042200000000000000000XXXX2000+0BEK351850000000000000X2000+104K351ÿZ""ÝK341410000000000000X2100+1225221B00000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0AU03AEAB#"
22726,2026-06-11 18:10:11,0.0,36.0,24.0,0.0,0.0,600.0,210.0,,,,,,,none,1,2026-06-11 18:10:12,serial,"*MDXXI6+1636+1590+0000+000000000000B38103FA071200000000000000001XXXX2100+0F0E241000000000000000X2100+0F01ý%ZÊª¢Á0000000000000X2000+0F51931410000000000000X2100+0EBE241000000000000000X2100+0E61951810000000000000X2100+0EB1921A00000000000000X2100+0E11921800000000000000X2100+0EB2941650000000000000X2100+140@241000000000000000X2100+1095241000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X02U03B39F#,*MDXXI6+1636+1590+0000+000000000000B38103FA071200000000000000001XXXX2100+0F0E241000000000000000X2100+0F01ý%ZÊª¢Á0000000000000X2000+0F51931410000000000000X2100+0EBE241000000000000000X2100+0E61951810000000000000X2100+0EB1921A00000000000000X2100+0E11921800000000000000X2100+0EB2941650000000000000X2100+140@241000000000000000X2100+1095241000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X02U03B39F#"
22725,2026-06-11 18:10:08,0.0,80.0,24.0,0.0,0.0,600.0,0.0,,,,,,,none,1,2026-06-11 18:10:08,serial,"*MDXXI9+1680+0000+0000+000000000000626802A306D200000000000000000XXXX2100+1225241800000000000000X2100+0F01þ%Zª
Õ941450000000000000X2000+0D7K351850000000000000X2100+10EE221B00000000000000X2100+0D7K341410000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0BU0355C5#,*MDXXI9+1680+0000+0000+000000000000626802A306D200000000000000000XXXX2100+1225241800000000000000X2100+0F01þ%Zª
Õ941450000000000000X2000+0D7K351850000000000000X2100+10EE221B00000000000000X2100+0D7K341410000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0BU0355C5#"
22724,2026-06-11 18:10:05,0.0,80.0,24.0,0.0,0.0,0.0,0.0,,,,,,,none,1,2026-06-11 18:10:08,serial,"*MDXXI9+1680+0000+0000+000000000000426A0199042200000000000000000XXXX2000+0BEK351850000000000000X2000+104K351ÿZ""ÝK341410000000000000X2100+1225221B00000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0AU03AEAB#,*MDXXI9+1680+0000+0000+000000000000426A0199042200000000000000000XXXX2000+0BEK351850000000000000X2000+104K351ÿZ""ÝK341410000000000000X2100+1225221B00000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0AU03AEAB#"
22723,2026-06-11 18:10:04,0.0,35.0,24.0,0.0,0.0,0.0,0.0,,,,,,,none,1,2026-06-11 18:10:04,serial,"*MDXXIH+1635+0000+0000+00000000000020A8008C053200000000000000001XXXX2100+0F55241800000000000000X2100+0F55921âZÂÁ000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X09U0304C7#,*MDXXIH+1635+0000+0000+00000000000020A8008C053200000000000000001XXXX2100+0F55241800000000000000X2100+0F55921âZÂÁ000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X09U0304C7#"
22722,2026-06-11 18:10:01,0.0,160.0,24.0,0.0,0.0,0.0,0.0,,,,,,,none,1,2026-06-11 18:10:04,serial,"*MDXXI7+14A0+0000+0000+00000000000021FA013C03E200000000000000000XXXX2100+1459741A00000000000000X210ðÂÁ000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X08U03337A#,*MDXXI7+14A0+0000+0000+00000000000021FA013C03E200000000000000000XXXX2100+1459741A00000000000000X210ðÂÁ000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X08U03337A#"
22721,2026-06-11 18:09:59,0.0,160.0,24.0,0.0,0.0,0.0,0.0,,,,,,,none,1,2026-06-11 18:10:00,serial,"*MDXXI7+14A0+0000+0000+00001000000031FA01FD064200000000000000000XXXX2100+113B741400000000000000X2100+131972100000000000ÿNÂÁ000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X07U0303C1#,*MDXXI7+14A0+0000+0000+00001000000031FA01FD064200000000000000000XXXX2100+113B741400000000000000X2100+131972100000000000ÿNÂÁ000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X0000+0000100000000000000000X07U0303C1#"
